acousticness_very_high|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low|instrumentalness_high (conf=0.67, lift=13.44)
acousticness_very_high|instrumentalness_high|speechiness_low|tempo_very_low  →  danceability_very_low|loudness_very_low|valence_very_low (conf=0.70, lift=10.53)
danceability_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  acousticness_very_high|energy_very_low|loudness_very_low|valence_very_low (conf=0.71, lift=10.51)
energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  danceability_very_low|loudness_very_low|valence_very_low (conf=0.70, lift=10.47)
instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|danceability_very_low|valence_very_low (conf=0.62, lift=10.46)
energy_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.76, lift=10.44)
danceability_very_low|energy_very_low|instrumentalness_high|liveness_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.75, lift=10.43)
acousticness_very_high|instrumentalness_high|mode_1|speechiness_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.83, lift=10.40)
acousticness_very_high|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.83, lift=10.37)
energy_very_low|instrumentalness_high|mode_1|speechiness_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.75, lift=10.32)
danceability_very_low|energy_very_low|instrumentalness_high|speechiness_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.74, lift=10.31)
instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|energy_very_low|loudness_very_low (conf=0.70, lift=10.25)
acousticness_very_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.82, lift=10.25)
acousticness_very_high|instrumentalness_high|speechiness_low|tempo_very_low  →  danceability_very_low|energy_very_low|valence_very_low (conf=0.69, lift=10.21)
danceability_very_low|energy_very_low|instrumentalness_high|tempo_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.73, lift=10.19)
danceability_very_low|energy_very_low|instrumentalness_high|mode_1|speechiness_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.73, lift=10.19)
acousticness_very_high|instrumentalness_high|speechiness_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.81, lift=10.14)
danceability_very_low|duration_ms_very_high|energy_very_low|instrumentalness_high  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.73, lift=10.13)
danceability_very_low|energy_very_low|instrumentalness_high|mode_1|tempo_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.73, lift=10.12)
acousticness_very_high|danceability_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.85, lift=10.11)
danceability_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.72, lift=10.06)
acousticness_very_high|danceability_very_low|duration_ms_very_high|instrumentalness_high  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.84, lift=9.99)
energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.72, lift=9.98)
energy_very_low|instrumentalness_high|mode_1|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.72, lift=9.94)
loudness_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|energy_very_low (conf=0.80, lift=9.93)
energy_very_low|instrumentalness_high|speechiness_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.72, lift=9.93)
danceability_very_low|instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.77, lift=9.93)
acousticness_very_high|duration_ms_very_high|instrumentalness_high|loudness_very_low  →  danceability_very_low|energy_very_low|valence_very_low (conf=0.67, lift=9.93)
acousticness_very_high|instrumentalness_high|mode_1|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.79, lift=9.91)
danceability_very_low|energy_very_low|instrumentalness_high|liveness_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.71, lift=9.89)
danceability_very_low|energy_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.71, lift=9.87)
instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.71, lift=9.81)
danceability_very_low|energy_very_low|mode_1|speechiness_low|tempo_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.70, lift=9.80)
energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.70, lift=9.80)
instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low  →  danceability_very_low|energy_very_low|valence_very_low (conf=0.66, lift=9.80)
acousticness_very_high|duration_ms_very_high|instrumentalness_high|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.78, lift=9.77)
acousticness_very_high|instrumentalness_high|speechiness_low|tempo_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.78, lift=9.72)
danceability_very_low|energy_very_low|instrumentalness_high|liveness_low|mode_1  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.70, lift=9.72)
acousticness_very_high|duration_ms_very_high|instrumentalness_high  →  danceability_very_low|loudness_very_low|valence_very_low (conf=0.65, lift=9.72)
acousticness_very_high|danceability_very_low|instrumentalness_high|liveness_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.82, lift=9.70)
danceability_very_low|energy_very_low|instrumentalness_high|mode_0  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.69, lift=9.69)
acousticness_very_high|instrumentalness_high|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.77, lift=9.68)
danceability_very_low|energy_very_low|instrumentalness_high|key_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.69, lift=9.63)
energy_very_low|instrumentalness_high|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.70, lift=9.60)
loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|energy_very_low (conf=0.77, lift=9.56)
instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|energy_very_low (conf=0.77, lift=9.53)
danceability_very_low|energy_very_low|instrumentalness_high  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.68, lift=9.53)
danceability_very_low|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.67, lift=9.50)
instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.76, lift=9.49)
danceability_very_low|energy_very_low|instrumentalness_high|mode_1  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.68, lift=9.45)
acousticness_very_high|energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.90, lift=9.41)
danceability_very_low|loudness_very_low|mode_1|speechiness_low|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.73, lift=9.41)
acousticness_very_high|danceability_very_low|instrumentalness_high|speechiness_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.79, lift=9.38)
danceability_very_low|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.73, lift=9.37)
mode_1|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|energy_very_low|loudness_very_low (conf=0.64, lift=9.35)
acousticness_very_high|loudness_very_low|speechiness_low|tempo_very_low  →  danceability_very_low|energy_very_low|valence_very_low (conf=0.63, lift=9.35)
acousticness_very_high|danceability_very_low|instrumentalness_high|tempo_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.78, lift=9.31)
danceability_very_low|energy_very_low|instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|valence_very_low (conf=0.82, lift=9.31)
danceability_very_low|liveness_low|loudness_very_low|speechiness_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.65, lift=9.29)
acousticness_very_high|duration_ms_very_high|instrumentalness_high  →  danceability_very_low|energy_very_low|valence_very_low (conf=0.63, lift=9.29)
danceability_very_low|energy_very_low|liveness_low|speechiness_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.66, lift=9.26)
acousticness_very_high|speechiness_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.74, lift=9.26)
danceability_very_low|energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  acousticness_very_high|valence_very_low (conf=0.81, lift=9.25)
acousticness_very_high|loudness_very_low|mode_1|speechiness_low|tempo_very_low  →  danceability_very_low|energy_very_low|valence_very_low (conf=0.63, lift=9.25)
acousticness_very_high|mode_1|speechiness_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.74, lift=9.25)
acousticness_very_high|instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.88, lift=9.25)
danceability_very_low|energy_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|instrumentalness_high|loudness_very_low (conf=0.66, lift=9.23)
acousticness_very_high|danceability_very_low|instrumentalness_high|mode_1|tempo_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.78, lift=9.22)
acousticness_very_high|danceability_very_low|instrumentalness_high|mode_1|speechiness_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.77, lift=9.17)
energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.88, lift=9.16)
acousticness_very_high|instrumentalness_high|liveness_very_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.73, lift=9.16)
acousticness_very_high|energy_very_low|instrumentalness_high|speechiness_low  →  danceability_very_low|loudness_very_low|valence_very_low (conf=0.61, lift=9.15)
danceability_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.77, lift=9.13)
danceability_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.71, lift=9.12)
acousticness_very_high|loudness_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.90, lift=9.10)
loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.64, lift=9.09)
energy_very_low|mode_1|speechiness_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.66, lift=9.09)
acousticness_very_high|liveness_low|speechiness_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.72, lift=9.08)
acousticness_very_high|energy_very_low|instrumentalness_high|mode_1|speechiness_low  →  danceability_very_low|loudness_very_low|valence_very_low (conf=0.60, lift=9.07)
acousticness_very_high|energy_very_low|instrumentalness_high|mode_1|tempo_very_low  →  danceability_very_low|loudness_very_low|valence_very_low (conf=0.60, lift=9.05)
acousticness_very_high|danceability_very_low|instrumentalness_high|liveness_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.76, lift=9.03)
acousticness_very_high|energy_very_low|instrumentalness_high|tempo_very_low  →  danceability_very_low|loudness_very_low|valence_very_low (conf=0.60, lift=9.03)
acousticness_very_high|energy_very_low|instrumentalness_high|mode_1|speechiness_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.86, lift=9.01)
danceability_very_low|instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|valence_very_low (conf=0.79, lift=9.00)
energy_very_low|speechiness_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.65, lift=8.99)
acousticness_very_high|energy_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.86, lift=8.99)
danceability_very_low|instrumentalness_high|liveness_very_low|loudness_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.70, lift=8.98)
danceability_very_low|loudness_very_low|mode_1|speechiness_low|valence_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.63, lift=8.97)
acousticness_very_high|instrumentalness_high|key_very_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.72, lift=8.96)
energy_very_low|loudness_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low (conf=0.84, lift=8.96)
acousticness_very_high|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.89, lift=8.95)
acousticness_very_high|instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.89, lift=8.95)
acousticness_very_high|instrumentalness_high|speechiness_low|tempo_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.75, lift=8.95)
acousticness_very_high|danceability_very_low|instrumentalness_high|mode_0  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.75, lift=8.93)
acousticness_very_high|energy_very_low|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.85, lift=8.93)
danceability_very_low|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.62, lift=8.88)
energy_very_low|instrumentalness_high|mode_1|speechiness_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.64, lift=8.88)
acousticness_very_high|instrumentalness_high|mode_1|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.71, lift=8.88)
danceability_very_low|energy_very_high|loudness_very_high|valence_very_low  →  acousticness_very_low|speechiness_very_high (conf=0.67, lift=8.88)
acousticness_very_high|instrumentalness_high|loudness_very_low|mode_1|tempo_very_low  →  danceability_very_low|energy_very_low|valence_very_low (conf=0.60, lift=8.87)
mode_1|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.64, lift=8.86)
danceability_very_low|loudness_very_low|speechiness_low|valence_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.62, lift=8.86)
speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|energy_very_low|loudness_very_low (conf=0.60, lift=8.86)
danceability_very_low|liveness_low|loudness_very_low|speechiness_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.69, lift=8.86)
danceability_very_low|instrumentalness_high|loudness_very_low|speechiness_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.69, lift=8.86)
energy_very_low|liveness_low|speechiness_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.64, lift=8.85)
danceability_very_low|energy_very_low|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|valence_very_low (conf=0.78, lift=8.85)
acousticness_very_high|energy_very_low|instrumentalness_high|speechiness_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.85, lift=8.84)
danceability_very_low|liveness_low|loudness_very_low|mode_1|valence_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.62, lift=8.84)
danceability_very_low|liveness_low|loudness_very_low|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.69, lift=8.83)
acousticness_very_high|danceability_very_low|instrumentalness_high|key_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.74, lift=8.83)
danceability_very_low|instrumentalness_high|loudness_very_low|mode_1|speechiness_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.69, lift=8.82)
acousticness_very_high|danceability_very_low|instrumentalness_high|liveness_low|mode_1  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.74, lift=8.82)
danceability_very_low|energy_very_low|loudness_very_low|mode_1|speechiness_low|tempo_very_low  →  acousticness_very_high|valence_very_low (conf=0.77, lift=8.82)
acousticness_very_high|instrumentalness_high|liveness_low|mode_1|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.70, lift=8.82)
acousticness_very_high|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.87, lift=8.80)
acousticness_very_high|instrumentalness_high|mode_1|speechiness_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.84, lift=8.80)
acousticness_very_high|instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.87, lift=8.79)
acousticness_very_high|danceability_very_low|duration_ms_very_high|energy_very_low|instrumentalness_high  →  loudness_very_low|valence_very_low (conf=0.91, lift=8.78)
danceability_very_low|energy_very_low|instrumentalness_high|liveness_very_low|loudness_very_low  →  acousticness_very_high|valence_very_low (conf=0.77, lift=8.78)
acousticness_very_high|duration_ms_very_high|energy_very_low|instrumentalness_high|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.84, lift=8.77)
danceability_very_low|energy_very_low|speechiness_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.63, lift=8.77)
energy_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|instrumentalness_high|loudness_very_low (conf=0.63, lift=8.76)
acousticness_very_high|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low|mode_1 (conf=0.60, lift=8.76)
energy_very_low|instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low (conf=0.82, lift=8.76)
danceability_very_low|energy_very_low|liveness_low|speechiness_low  →  acousticness_very_high|instrumentalness_high|loudness_very_low (conf=0.63, lift=8.75)
acousticness_very_high|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.84, lift=8.74)
energy_very_low|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low (conf=0.82, lift=8.73)
acousticness_very_high|energy_very_low|instrumentalness_high|mode_1|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.84, lift=8.73)
danceability_very_low|energy_very_low|liveness_low|tempo_very_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.63, lift=8.73)
danceability_very_low|instrumentalness_high|liveness_low|tempo_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.73, lift=8.71)
acousticness_very_high|danceability_very_low|instrumentalness_high  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.73, lift=8.71)
danceability_very_low|liveness_low|loudness_very_low|valence_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.61, lift=8.71)
danceability_very_low|liveness_very_low|loudness_very_low|valence_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.61, lift=8.70)
instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|energy_very_low (conf=0.70, lift=8.70)
danceability_very_low|energy_very_low|loudness_very_low|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|instrumentalness_high (conf=0.70, lift=8.70)
energy_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low (conf=0.82, lift=8.69)
acousticness_very_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.83, lift=8.69)
danceability_very_low|liveness_low|loudness_very_low|tempo_very_low  →  acousticness_very_high|energy_very_low|instrumentalness_high (conf=0.61, lift=8.69)
acousticness_very_high|instrumentalness_high|liveness_low|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.69, lift=8.68)
danceability_very_low|energy_very_low|speechiness_low|valence_very_low  →  acousticness_very_high|instrumentalness_high|loudness_very_low (conf=0.62, lift=8.67)
acousticness_very_high|instrumentalness_high|valence_very_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.69, lift=8.66)
acousticness_very_high|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.86, lift=8.66)
danceability_very_low|instrumentalness_high|loudness_very_low|mode_1|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.68, lift=8.65)
acousticness_very_high|instrumentalness_high|speechiness_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.83, lift=8.65)
energy_very_low|instrumentalness_high|mode_1|speechiness_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.83, lift=8.65)
energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low (conf=0.81, lift=8.62)
acousticness_very_high|instrumentalness_high|mode_1|speechiness_low  →  danceability_very_low|energy_very_low|loudness_very_low (conf=0.69, lift=8.62)
acousticness_very_high|energy_very_low|instrumentalness_high|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.82, lift=8.62)
energy_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|loudness_very_low (conf=0.82, lift=8.62)
danceability_very_low|energy_very_low|mode_1|speechiness_low|valence_very_low  →  acousticness_very_high|instrumentalness_high|loudness_very_low (conf=0.62, lift=8.62)
energy_very_low|instrumentalness_high|liveness_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.62, lift=8.61)
danceability_very_low|duration_ms_very_high|energy_very_low|instrumentalness_high|loudness_very_low  →  acousticness_very_high|valence_very_low (conf=0.76, lift=8.61)
acousticness_very_high|instrumentalness_high|loudness_very_low|mode_1|speechiness_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.86, lift=8.61)
danceability_very_low|energy_very_low|instrumentalness_high|loudness_very_low|tempo_very_low  →  acousticness_very_high|valence_very_low (conf=0.76, lift=8.61)
danceability_very_low|energy_very_low|instrumentalness_high|liveness_very_low  →  acousticness_very_high|valence_very_low (conf=0.76, lift=8.60)
loudness_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  acousticness_very_high|danceability_very_low (conf=0.81, lift=8.60)
acousticness_very_high|energy_very_low|instrumentalness_high|speechiness_low|tempo_very_low  →  danceability_very_low|loudness_very_low (conf=0.82, lift=8.60)
danceability_very_low|duration_ms_very_high|energy_very_low|instrumentalness_high  →  loudness_very_low|valence_very_low (conf=0.89, lift=8.59)
acousticness_very_high|danceability_very_low|instrumentalness_high|mode_1  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.72, lift=8.59)
loudness_very_low|mode_1|speechiness_low|tempo_very_low|valence_very_low  →  danceability_very_low|energy_very_low (conf=0.85, lift=8.58)
acousticness_very_high|danceability_very_low|speechiness_low|tempo_very_low  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.72, lift=8.57)
danceability_very_low|energy_very_low|instrumentalness_high|loudness_very_low|speechiness_low  →  acousticness_very_high|valence_very_low (conf=0.75, lift=8.57)
danceability_very_low|instrumentalness_high|loudness_very_low|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.67, lift=8.57)
instrumentalness_high|loudness_very_low|speechiness_low|tempo_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.67, lift=8.57)
energy_very_low|instrumentalness_high|mode_1|valence_very_low  →  acousticness_very_high|danceability_very_low|loudness_very_low (conf=0.62, lift=8.57)
acousticness_very_high|duration_ms_very_high|instrumentalness_high  →  energy_very_low|loudness_very_low|valence_very_low (conf=0.72, lift=8.56)
danceability_very_low|energy_very_low|mode_1|speechiness_low  →  acousticness_very_high|loudness_very_low|valence_very_low (conf=0.61, lift=8.56)
danceability_very_low|instrumentalness_high|liveness_low|loudness_very_low  →  acousticness_very_high|energy_very_low|valence_very_low (conf=0.67, lift=8.56)
